id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
5321,Toyota,Sequoia SR5,2016,87500,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,None reported,Yes,24000
72505,Mercedes-Benz,S-Class S 560,2018,100900,Gasoline,4.0 Liter,Automatic,designo Diamond White,Macchiato/Magmagrey,None reported,,36998
133381,Chevrolet,Suburban LT,2021,40000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,52000
81186,Chevrolet,Camaro 2SS,2017,39000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,43500
46232,Toyota,FJ Cruiser Base,2007,240000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,–,At least 1 accident or damage reported,Yes,6000
37139,Mercedes-Benz,E-Class E 350,2019,48000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,36500
137526,RAM,1500 Laramie,2022,16648,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,,44400
94875,Mercedes-Benz,CLA-Class CLA 250,2011,134207,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23300
178107,Land,Rover Range Rover Sport Supercharged HSE,2015,111000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,17000
171047,Jaguar,F-TYPE R,2016,60000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,24700
24712,Jeep,Grand Cherokee Limited,2019,10232,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,279000
17797,Chrysler,Town & Country Touring-L,2013,155000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,14000
136888,Subaru,BRZ Limited,2022,54000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,28750
93568,BMW,Tacoma TRD Sport,2018,84184,Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,38598
22387,Lincoln,MKC Reserve,2016,49600,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,25500
180789,Ford,Focus ST Base,2014,135000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,White,None reported,Yes,15000
33935,Audi,Q7 3.0T Premium Plus,2017,52000,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,16750
112449,BMW,435 i xDrive,2013,119750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,18000
25383,Ford,Mustang GT,2016,45000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,30999
6469,Lexus,GX 460 Base,2018,62950,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,23995
13508,Subaru,Impreza 2.0i Premium,2017,112000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,15051
157935,INFINITI,QX60 Base,2014,84500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18200
145960,Toyota,Avalon Hybrid XLE Premium,2014,96680,Gasoline,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,7500
41101,BMW,M4 Base,2020,25013,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,71000
42699,Chevrolet,Suburban 1500 LTZ,2017,162000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,26599
157845,Ford,F-250 XLT Super Duty,2008,192100,Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,5750
25111,Mercedes-Benz,C-Class C 300 4MATIC Sport,2021,24280,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,64250
34455,Mercedes-Benz,SL-Class SL500 Roadster,2008,12000,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,97993
168414,RAM,2500 Powerwagon,2013,71000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,21500
124723,Chevrolet,Camaro 2SS,2022,19200,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,47500
131979,Jeep,Liberty Sport,2010,141485,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8500
102214,Chevrolet,Cruze LT,2011,120000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,3200
71216,BMW,330 i xDrive,2017,89352,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,24999
13456,Land,Rover Range Rover 3.0L Supercharged HSE,2017,75137,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,24900
2862,Subaru,Impreza WRX Sti Special Edition,2001,170000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,5995
16363,Cadillac,CTS Base,2006,149000,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,5500
68579,Audi,A5 2.0T Premium Plus,2020,8400,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28895
105587,Land,Rover Defender S,2023,11400,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,90000
97653,Audi,A5 2.0T Premium Plus,2014,80124,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,12975
10828,Ford,F-350 Platinum,2016,27224,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic with Auto-Shift,Eminent White Pearl,Black,None reported,,73897
141144,Ford,Excursion Limited 4WD,1999,333361,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900
97302,Toyota,Highlander XLE,2021,4437,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33000
10963,Cadillac,Escalade ESV Premium Luxury Platinum,2022,44000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,45999
102168,Audi,A6 55 Premium Plus,2021,16000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42800
134008,Audi,RS 7 4.0T Performance Prestige,2022,13000,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41999
88547,Lexus,RX 350 F Sport Performance,2019,53782,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,37000
129557,Volkswagen,Golf R 4-Door w/DCC & Navigation,2017,69700,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000
48643,Lexus,RX 350 F Sport Performance,2021,23588,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Gray,Red,None reported,,46552
163333,Chevrolet,Silverado 1500 LT Trail Boss,2021,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Cajun Red Tintcoat,Black,None reported,,35273
88404,Ford,F-350 Platinum,2022,15000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,76700
43901,RAM,2500 Laramie,2022,97000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,56000
185264,GMC,Sierra 2500 AT4,2021,62662,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Gray,Jet Black,None reported,Yes,38383
24210,Lexus,GX 460 Base,2011,70000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,11500
182520,Chevrolet,Camaro 2SS,2020,86170,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,6900
166961,Chevrolet,Camaro 2SS,2017,70312,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,26000
61109,Lexus,GX 460 Premium,2014,112000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,13310
423,Lincoln,MKC Base,2015,87500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,17900
113990,Lexus,ES 350 Base,2015,40000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,27500
137781,BMW,335 i,2007,153460,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,6800
37776,Honda,Pilot EX-L,2016,16000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500
69641,Ford,Transit-350 Base,2016,68364,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,40500
156813,Toyota,Tundra 1794,2010,4200,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,38500
142725,Land,Rover Range Rover Sport Supercharged Dynamic,2018,81000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,34000
14907,Jeep,Wrangler Sahara,2007,130000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,7950
143546,RAM,1500 Classic Warlock,2021,1300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,74500
145640,Lexus,GX 460 Base,2015,65900,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,19000
16022,Mercedes-Benz,GL-Class GL 450,2011,99200,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,23000
2429,Mercedes-Benz,G-Class G 550 4MATIC,2019,28663,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,59000
132209,Audi,S4 3.0T Premium Plus,2022,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,92000
135925,Cadillac,CTS-V Base,2017,48600,Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,50000
81901,BMW,750 i xDrive,2019,41906,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,52500
60374,RAM,1500 Laramie,2021,10458,Diesel,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,60894
145819,Pontiac,Firebird Trans Am,2001,71448,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900
44618,Volkswagen,Golf SportWagen TSI SE,2017,90347,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,17777
113024,BMW,M3 Base,2002,1160,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,53000
133513,Lamborghini,Huracan LP580-2S,2015,842,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Mars Metallic,Black,None reported,Yes,19425
140634,Hyundai,Accent GL,2010,66000,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13900
79917,Tesla,Model Y Performance,2023,20000,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,50999
62479,Lexus,IS 300 Base,2013,105760,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,12999
164713,Ford,F-150 Platinum,2019,26000,E85 Flex Fuel,550.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,White,Black,None reported,Yes,44000
718,Mercedes-Benz,S-Class S 580 4MATIC,2019,9949,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,,254900
97790,Jeep,Wrangler Rubicon,2022,13000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,46599
50952,Jeep,Wrangler Unlimited 4xe Sahara,2022,9686,Hybrid,2.0 Liter TFSI,Automatic,–,Black,None reported,,25998
31355,Nissan,Pathfinder SL,2015,101000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,12500
176036,Lexus,RX 450h Base,2015,135606,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,8-Speed A/T,Silver,Gray,None reported,Yes,25500
73460,BMW,M3 Base,2002,52500,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,20999
162889,Mercedes-Benz,E-Class E 350,2021,18000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,44000
145621,Jeep,Wrangler Unlimited Sahara,2020,57918,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,,31853
135517,Toyota,Highlander XLE,2018,68575,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,30500
86618,RAM,1500 Big Horn,2021,52000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,41000
132810,Genesis,G70 3.3T Advanced,2019,33088,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,,,63500
80256,Nissan,Rogue SL,2012,100680,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10000
64910,Toyota,Tundra Platinum,2010,110000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,19500
38325,Toyota,Sequoia SR5,2005,121000,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,8500
93355,Pontiac,Solstice Base,2007,59700,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,12990
78574,INFINITI,QX80 Base,2017,72329,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,None reported,Yes,25500
112763,BMW,M6 Base,2015,61000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,35000
24927,Ford,Bronco Outer Banks,2021,16500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,39000
69628,Mercedes-Benz,G-Class G 550 4MATIC,2016,29000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,29000
146020,Land,Rover Range Rover Evoque HSE Dynamic,2020,56578,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Firenze Red Metallic,Black,None reported,,25625
116904,Chevrolet,Tahoe LT,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,29900
103017,Maserati,Grecale Modena,2019,30500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Red,None reported,Yes,185500
9869,Toyota,Tacoma TRD Sport,2020,48641,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Manual,Midnight Black Metallic,Black/Gun Metal,None reported,,43666
54435,Land,Rover Discovery LSE,1998,220000,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,6250
157677,Ford,Edge SEL,2020,26465,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,Gray,Ebony,None reported,Yes,17816
10791,Mercedes-Benz,C-Class C 300 4MATIC,2017,48000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28450
50288,Hyundai,Tucson SE,2015,157843,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,None reported,Yes,15700
27923,INFINITI,Q70 3.7,2015,70700,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,17000
82562,Mercedes-Benz,SL-Class SL 550,2012,76850,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,19950
34305,Land,Rover Range Rover Sport Supercharged HSE,2022,1800,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,Yes,179900
60316,Ford,F-150 Platinum,2023,10000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Silver,None reported,Yes,145000
23145,Porsche,Cayenne GTS,2016,66500,Gasoline,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,21000
47768,Chevrolet,Express 2500 Work Van,2011,102000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4500
98648,Audi,S5 3.0T Prestige,2015,38718,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,,,37000
133989,Nissan,Pathfinder SV,2022,19877,Gasoline,3.5 Liter,Automatic,White,Black,None reported,,40798
131237,Tesla,Model 3 Long Range,2022,25000,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,36000
182104,BMW,M4 Competition,2022,18000,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53000
79822,Toyota,Highlander Platinum,2018,42125,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,28900
25253,Chrysler,300 Touring,2020,40906,Gasoline,3.6 Liter,8-SPEED AT,Black,Black,None reported,,25099
166483,Ford,Mustang Premium,2011,90000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,9950
176831,Ford,Bronco Badlands Advanced,2022,2050,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,250000
176624,Chevrolet,Avalanche 1500 LT,2014,95000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,18900
3426,Toyota,Highlander Limited,2006,94000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500
139136,Dodge,Ram 3500 Quad Cab DRW,2003,130000,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,5500
141052,Porsche,Macan S,2019,77892,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23999
148739,Chevrolet,Corvette Stingray w/3LT,2021,2284,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,79500
167975,GMC,Sierra 1500 SLE Crew Cab,2006,178000,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,5500
142880,Toyota,Highlander SE,2019,74579,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Gray,At least 1 accident or damage reported,Yes,47449
52037,Chevrolet,Corvette Stingray w/1LT,2023,2958,Gasoline,6.2L V8 16V GDI OHV,8-Speed Manual,Silver Flare Metallic,Gray,None reported,,96850
26869,Ford,F-150 XLT,2018,48500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,37500
92157,Chevrolet,Avalanche 1500 LT,2009,244000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,51750
174868,Toyota,GR86 Premium,2022,13400,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,38900
165273,RAM,1500 Laramie,2022,10458,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,28298
55055,Mercedes-Benz,SL-Class SL63 AMG Roadster,2008,10200,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,54000
73498,Chevrolet,Camaro 1SS,2017,51300,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,29994
121629,Ferrari,FF Base,2016,28399,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,None reported,Yes,32500
73824,Mercedes-Benz,GLS 550 Base 4MATIC,2018,16000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,30000
12347,Mercedes-Benz,E-Class E 400 4MATIC,2014,78000,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,37900
142116,Ford,Mustang V6,2016,53782,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36500
180137,Tesla,Model S 100D,2020,44000,,295.0HP Electric Motor Electric Fuel System,8-Speed A/T,Blue,Black,None reported,Yes,29000
184667,Jaguar,XF Premium,2012,106000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,White,At least 1 accident or damage reported,Yes,16000
150812,Porsche,911 Carrera S Cabriolet,2006,7982,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,22550
25220,Acura,MDX Touring,2005,145000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,12350
104449,Toyota,Tundra Hybrid TRD Pro,2022,7400,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,49599
43091,Acura,TLX,2023,2118,Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,,53900
131415,Ford,Bronco Outer Banks Advanced,2023,18000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,92500
